,District,DateId,new_DateId,post_count
4448325,中山區,20180415,2018-04-15,1
4564424,中山區,20180414,2018-04-14,2
4568848,中山區,20180413,2018-04-13,3
4445327,中山區,20180412,2018-04-12,2
4593069,中山區,20180411,2018-04-11,1
4569629,中山區,20180410,2018-04-10,4
4487340,中山區,20180409,2018-04-09,2
4578121,中山區,20180408,2018-04-08,3
4595823,中山區,20180407,2018-04-07,3
4560912,中山區,20180406,2018-04-06,1
4530111,中山區,20180405,2018-04-05,1
4391578,中山區,20180404,2018-04-04,2
4311607,中山區,20180403,2018-04-03,4
4615171,中山區,20180402,2018-04-02,2
4586211,中山區,20180401,2018-04-01,2
4476819,中山區,20180331,2018-03-31,4
4388773,中山區,20180330,2018-03-30,3
4327739,中山區,20180329,2018-03-29,5
4405948,中山區,20180328,2018-03-28,3
4493273,中山區,20180327,2018-03-27,3
4428457,中山區,20180326,2018-03-26,1
4321877,中山區,20180325,2018-03-25,3
4490721,中山區,20180324,2018-03-24,1
4317464,中山區,20180323,2018-03-23,0
4341349,中山區,20180322,2018-03-22,0
4395238,中山區,20180321,2018-03-21,6
4394785,中山區,20180320,2018-03-20,3
4313980,中山區,20180319,2018-03-19,1
4202793,中山區,20180318,2018-03-18,3
4225173,中山區,20180317,2018-03-17,4
4412092,中山區,20180315,2018-03-15,3
4328289,中山區,20180314,2018-03-14,5
4236280,中山區,20180313,2018-03-13,3
4157967,中山區,20180312,2018-03-12,4
4280844,中山區,20180311,2018-03-11,5
4285667,中山區,20180310,2018-03-10,6
4210452,中山區,20180309,2018-03-09,2
4235918,中山區,20180308,2018-03-08,3
4205769,中山區,20180307,2018-03-07,1
4149298,中山區,20180305,2018-03-05,3
4225391,中山區,20180304,2018-03-04,5
4252744,中山區,20180303,2018-03-03,2
4191901,中山區,20180301,2018-03-01,2
4163834,中山區,20180228,2018-02-28,6
4166251,中山區,20180227,2018-02-27,2
4028951,中山區,20180226,2018-02-26,5
4076278,中山區,20180225,2018-02-25,1
3992162,中山區,20180222,2018-02-22,4
4239407,中山區,20180221,2018-02-21,1
4182945,中山區,20180218,2018-02-18,0
4117985,中山區,20180213,2018-02-13,3
3986522,中山區,20180209,2018-02-09,4
3986728,中山區,20180207,2018-02-07,4
4177436,中山區,20180202,2018-02-02,2
4112669,中山區,20180201,2018-02-01,1
3960592,中山區,20180131,2018-01-31,0
4005423,中山區,20180130,2018-01-30,4
4062778,中山區,20180129,2018-01-29,6
4056939,中山區,20180126,2018-01-26,1
4079203,中山區,20180125,2018-01-25,1
3954898,中山區,20180124,2018-01-24,4
4058973,中山區,20180123,2018-01-23,5
4079686,中山區,20180122,2018-01-22,5
3840818,中山區,20180121,2018-01-21,8
3859880,中山區,20180120,2018-01-20,6
3881979,中山區,20180119,2018-01-19,1
3775237,中山區,20180118,2018-01-18,2
3665444,中山區,20180117,2018-01-17,3
4073975,中山區,20180116,2018-01-16,1
3968881,中山區,20180115,2018-01-15,3
3876916,中山區,20180114,2018-01-14,5
3795051,中山區,20180113,2018-01-13,3
3851405,中山區,20180112,2018-01-12,1
3792761,中山區,20180111,2018-01-11,5
3815287,中山區,20180110,2018-01-10,4
3870918,中山區,20180109,2018-01-09,2
3786651,中山區,20180108,2018-01-08,2
3868066,中山區,20180107,2018-01-07,4
3783787,中山區,20180106,2018-01-06,2
3809490,中山區,20180105,2018-01-05,1
3910809,中山區,20180104,2018-01-04,1
3916208,中山區,20180103,2018-01-03,4
3826682,中山區,20180102,2018-01-02,7
3692845,中山區,20180101,2018-01-01,5
3496859,中山區,20171230,2017-12-30,8
3775961,中山區,20171229,2017-12-29,3
3704569,中山區,20171228,2017-12-28,3
3599904,中山區,20171227,2017-12-27,3
3596787,中山區,20171226,2017-12-26,5
3623130,中山區,20171225,2017-12-25,5
3596933,中山區,20171224,2017-12-24,3
3676138,中山區,20171223,2017-12-23,2
3747637,中山區,20171222,2017-12-22,5
3639897,中山區,20171221,2017-12-21,2
3614319,中山區,20171220,2017-12-20,5
3613969,中山區,20171219,2017-12-19,3
3494439,中山區,20171218,2017-12-18,3
3461378,中山區,20171217,2017-12-17,4
3758323,中山區,20171216,2017-12-16,3
3488858,中山區,20171215,2017-12-15,4
3535692,中山區,20171214,2017-12-14,1
3430283,中山區,20171213,2017-12-13,0
3317588,中山區,20171212,2017-12-12,1
3425188,中山區,20171211,2017-12-11,3
3312882,中山區,20171210,2017-12-10,6
3444317,中山區,20171209,2017-12-09,2
3444684,中山區,20171207,2017-12-07,4
3572338,中山區,20171206,2017-12-06,3
3326893,中山區,20171205,2017-12-05,3
3399960,中山區,20171204,2017-12-04,3
3516545,中山區,20171203,2017-12-03,5
3436446,中山區,20171202,2017-12-02,0
3320344,中山區,20171201,2017-12-01,3
3346051,中山區,20171130,2017-11-30,1
3264566,中山區,20171129,2017-11-29,1
3258239,中山區,20171128,2017-11-28,5
3360540,中山區,20171127,2017-11-27,1
3255954,中山區,20171126,2017-11-26,0
3141531,中山區,20171125,2017-11-25,6
3146196,中山區,20171124,2017-11-24,2
3138064,中山區,20171123,2017-11-23,5
3157875,中山區,20171122,2017-11-22,5
3155018,中山區,20171121,2017-11-21,2
3074368,中山區,20171120,2017-11-20,2
3346509,中山區,20171119,2017-11-19,5
3242508,中山區,20171118,2017-11-18,2
3221708,中山區,20171117,2017-11-17,5
2958713,中山區,20171116,2017-11-16,0
2954039,中山區,20171115,2017-11-15,2
3045873,中山區,20171114,2017-11-14,3
3101742,中山區,20171113,2017-11-13,3
3039978,中山區,20171112,2017-11-12,2
2908635,中山區,20171111,2017-11-11,5
2788905,中山區,20171110,2017-11-10,2
2808162,中山區,20171109,2017-11-09,1
3023691,中山區,20171108,2017-11-08,3
2805165,中山區,20171107,2017-11-07,2
2780579,中山區,20171106,2017-11-06,5
2992776,中山區,20171105,2017-11-05,4
2779269,中山區,20171104,2017-11-04,5
2804543,中山區,20171103,2017-11-03,6
2800189,中山區,20171102,2017-11-02,0
2710043,中山區,20171101,2017-11-01,0
2626246,中山區,20171031,2017-10-31,0
2791768,中山區,20171030,2017-10-30,2
2730337,中山區,20171029,2017-10-29,2
2774982,中山區,20171028,2017-10-28,3
2637839,中山區,20171027,2017-10-27,5
2724254,中山區,20171026,2017-10-26,3
2615214,中山區,20171025,2017-10-25,2
2612006,中山區,20171024,2017-10-24,3
2607222,中山區,20171023,2017-10-23,5
2712834,中山區,20171022,2017-10-22,1
2676365,中山區,20171021,2017-10-21,3
2589955,中山區,20171020,2017-10-20,1
2838511,中山區,20171019,2017-10-19,4
2710488,中山區,20171018,2017-10-18,1
2601209,中山區,20171017,2017-10-17,8
2537050,中山區,20171016,2017-10-16,1
2584418,中山區,20171015,2017-10-15,3
2537380,中山區,20171013,2017-10-13,7
2426008,中山區,20171012,2017-10-12,3
2640578,中山區,20171011,2017-10-11,5
2576636,中山區,20171010,2017-10-10,4
2445570,中山區,20171009,2017-10-09,2
2528623,中山區,20171008,2017-10-08,2
2640772,中山區,20171007,2017-10-07,2
2679757,中山區,20171006,2017-10-06,3
2526033,中山區,20171005,2017-10-05,2
2543104,中山區,20171004,2017-10-04,2
2545828,中山區,20171003,2017-10-03,1
2435566,中山區,20171002,2017-10-02,1
2505764,中山區,20171001,2017-10-01,4
2462754,中山區,20170929,2017-09-29,3
2643656,中山區,20170928,2017-09-28,5
2451277,中山區,20170926,2017-09-26,5
2500629,中山區,20170925,2017-09-25,1
2391889,中山區,20170924,2017-09-24,5
2340575,中山區,20170922,2017-09-22,4
2272819,中山區,20170921,2017-09-21,4
2469420,中山區,20170920,2017-09-20,3
2383915,中山區,20170919,2017-09-19,1
2246684,中山區,20170918,2017-09-18,7
2488111,中山區,20170917,2017-09-17,2
2241040,中山區,20170916,2017-09-16,5
2266927,中山區,20170915,2017-09-15,5
2488608,中山區,20170914,2017-09-14,1
2357807,中山區,20170913,2017-09-13,2
2263785,中山區,20170912,2017-09-12,2
2328960,中山區,20170911,2017-09-11,1
2289252,中山區,20170910,2017-09-10,2
2175343,中山區,20170908,2017-09-08,2
2063526,中山區,20170907,2017-09-07,3
2477155,中山區,20170906,2017-09-06,3
2370064,中山區,20170905,2017-09-05,2
2255228,中山區,20170904,2017-09-04,3
2146088,中山區,20170903,2017-09-03,4
2057666,中山區,20170902,2017-09-02,4
2106367,中山區,20170901,2017-09-01,5
2168602,中山區,20170831,2017-08-31,2
2258688,中山區,20170830,2017-08-30,6
2163523,中山區,20170829,2017-08-29,2
2160592,中山區,20170827,2017-08-27,4
2072133,中山區,20170826,2017-08-26,2
2098177,中山區,20170825,2017-08-25,3
2338076,中山區,20170824,2017-08-24,2
2091859,中山區,20170823,2017-08-23,4
2201151,中山區,20170821,2017-08-21,9
2137726,中山區,20170819,2017-08-19,2
2027216,中山區,20170818,2017-08-18,3
1914829,中山區,20170817,2017-08-17,8
2171809,中山區,20170816,2017-08-16,2
2060416,中山區,20170815,2017-08-15,6
1973602,中山區,20170814,2017-08-14,3
1888242,中山區,20170813,2017-08-13,3
1909266,中山區,20170812,2017-08-12,0
1905799,中山區,20170811,2017-08-11,3
1936398,中山區,20170810,2017-08-10,3
2015527,中山區,20170809,2017-08-09,3
1928275,中山區,20170808,2017-08-08,3
1964980,中山區,20170807,2017-08-07,1
1900673,中山區,20170806,2017-08-06,4
2120464,中山區,20170805,2017-08-05,1
1965282,中山區,20170804,2017-08-04,4
1922557,中山區,20170803,2017-08-03,1
1985454,中山區,20170802,2017-08-02,0
1894647,中山區,20170801,2017-08-01,4
1812245,中山區,20170731,2017-07-31,4
1721829,中山區,20170730,2017-07-30,3
2024608,中山區,20170729,2017-07-29,0
1912049,中山區,20170728,2017-07-28,3
1806631,中山區,20170727,2017-07-27,5
1716955,中山區,20170726,2017-07-26,1
1824186,中山區,20170725,2017-07-25,1
1739347,中山區,20170724,2017-07-24,3
1844181,中山區,20170723,2017-07-23,5
1711023,中山區,20170722,2017-07-22,3
1761452,中山區,20170721,2017-07-21,4
1866310,中山區,20170720,2017-07-20,3
1790810,中山區,20170719,2017-07-19,1
1727620,中山區,20170718,2017-07-18,3
1837836,中山區,20170717,2017-07-17,2
1702725,中山區,20170716,2017-07-16,6
1615369,中山區,20170715,2017-07-15,4
1551381,中山區,20170714,2017-07-14,4
1555966,中山區,20170713,2017-07-13,3
1874727,中山區,20170712,2017-07-12,3
1609687,中山區,20170711,2017-07-11,3
1523008,中山區,20170710,2017-07-10,3
1519811,中山區,20170709,2017-07-09,5
1572758,中山區,20170708,2017-07-08,1
1565470,中山區,20170707,2017-07-07,2
1536679,中山區,20170706,2017-07-06,2
1559070,中山區,20170705,2017-07-05,2
1534095,中山區,20170704,2017-07-04,4
1531046,中山區,20170703,2017-07-03,1
1430154,中山區,20170702,2017-07-02,5
1380108,中山區,20170701,2017-07-01,1
1525562,中山區,20170630,2017-06-30,2
1444258,中山區,20170629,2017-06-29,2
1351038,中山區,20170628,2017-06-28,3
1349321,中山區,20170627,2017-06-27,1
1348141,中山區,20170626,2017-06-26,1
1345417,中山區,20170625,2017-06-25,1
1348490,中山區,20170624,2017-06-24,1
1342709,中山區,20170623,2017-06-23,2
1345829,中山區,20170622,2017-06-22,6
1341028,中山區,20170621,2017-06-21,-1
1343138,中山區,20170620,2017-06-20,2
1385862,中山區,20170619,2017-06-19,4
1253967,中山區,20170618,2017-06-18,-1
1164514,中山區,20170617,2017-06-17,7
1353773,中山區,20170616,2017-06-16,1
1250470,中山區,20170615,2017-06-15,1
1208761,中山區,20170614,2017-06-14,3
1161188,中山區,20170613,2017-06-13,4
1077636,中山區,20170612,2017-06-12,5
1075886,中山區,20170611,2017-06-11,6
1056110,中山區,20170610,2017-06-10,0
1172689,中山區,20170609,2017-06-09,2
1197800,中山區,20170608,2017-06-08,4
1169831,中山區,20170607,2017-06-07,5
1170372,中山區,20170606,2017-06-06,2
1064636,中山區,20170605,2017-06-05,5
997334,中山區,20170604,2017-06-04,5
1050677,中山區,20170603,2017-06-03,3
1078763,中山區,20170602,2017-06-02,5
990252,中山區,20170601,2017-06-01,4
992131,中山區,20170531,2017-05-31,4
906037,中山區,20170530,2017-05-30,4
903627,中山區,20170529,2017-05-29,0
903121,中山區,20170528,2017-05-28,2
879117,中山區,20170527,2017-05-27,2
877973,中山區,20170526,2017-05-26,4
856212,中山區,20170525,2017-05-25,3
725962,中山區,20170524,2017-05-24,4
911947,中山區,20170523,2017-05-23,3
822817,中山區,20170522,2017-05-22,6
822700,中山區,20170521,2017-05-21,1
719885,中山區,20170520,2017-05-20,0
817262,中山區,20170519,2017-05-19,2
717161,中山區,20170518,2017-05-18,0
714519,中山區,20170517,2017-05-17,4
711642,中山區,20170516,2017-05-16,1
834387,中山區,20170515,2017-05-15,3
706094,中山區,20170514,2017-05-14,3
535579,中山區,20170513,2017-05-13,4
825705,中山區,20170512,2017-05-12,3
700250,中山區,20170511,2017-05-11,4
529900,中山區,20170510,2017-05-10,2
630439,中山區,20170509,2017-05-09,3
524096,中山區,20170508,2017-05-08,1
545050,中山區,20170507,2017-05-07,1
521299,中山區,20170506,2017-05-06,2
643642,中山區,20170505,2017-05-05,5
539438,中山區,20170504,2017-05-04,4
538300,中山區,20170503,2017-05-03,5
338501,中山區,20170502,2017-05-02,1
338303,中山區,20170501,2017-05-01,3
458953,中山區,20170430,2017-04-30,4
352682,中山區,20170429,2017-04-29,4
349783,中山區,20170428,2017-04-28,3
453402,中山區,20170427,2017-04-27,2
347050,中山區,20170426,2017-04-26,5
344331,中山區,20170425,2017-04-25,1
341199,中山區,20170424,2017-04-24,4
340821,中山區,20170423,2017-04-23,5
338183,中山區,20170422,2017-04-22,1
163409,中山區,20170421,2017-04-21,4
464256,中山區,20170420,2017-04-20,7
284422,中山區,20170419,2017-04-19,2
160288,中山區,20170418,2017-04-18,6
157560,中山區,20170417,2017-04-17,4
227917,中山區,20170416,2017-04-16,4
177296,中山區,20170415,2017-04-15,2
196503,中山區,20170414,2017-04-14,3
273071,中山區,20170413,2017-04-13,0
171900,中山區,20170412,2017-04-12,4
98554,中山區,20170411,2017-04-11,5
99426,中山區,20170410,2017-04-10,6
92910,中山區,20170409,2017-04-09,4
93956,中山區,20170408,2017-04-08,3
93590,中山區,20170407,2017-04-07,3
90118,中山區,20170406,2017-04-06,3
109976,中山區,20170405,2017-04-05,8
104160,中山區,20170404,2017-04-04,2
101556,中山區,20170403,2017-04-03,3
101428,中山區,20170402,2017-04-02,3
87453,中山區,20170401,2017-04-01,2
233395,中山區,20170331,2017-03-31,5
95930,中山區,20170330,2017-03-30,1
82086,中山區,20170329,2017-03-29,3
5367347,中山區,20170328,2017-03-28,3
5366012,中山區,20170327,2017-03-27,1
5378387,中山區,20170326,2017-03-26,4
5364727,中山區,20170325,2017-03-25,1
5414183,中山區,20170324,2017-03-24,2
90500,中山區,20170323,2017-03-23,1
91146,中山區,20170322,2017-03-22,5
112573,中山區,20170321,2017-03-21,1
5362383,中山區,20170320,2017-03-20,1
5326997,中山區,20170319,2017-03-19,3
5269896,中山區,20170318,2017-03-18,3
84974,中山區,20170317,2017-03-17,2
5325488,中山區,20170316,2017-03-16,1
5278765,中山區,20170315,2017-03-15,2
5277436,中山區,20170314,2017-03-14,5
5278431,中山區,20170313,2017-03-13,3
5275907,中山區,20170312,2017-03-12,3
5276576,中山區,20170311,2017-03-11,7
5331360,中山區,20170310,2017-03-10,4
5273961,中山區,20170309,2017-03-09,3
5331017,中山區,20170308,2017-03-08,2
5274512,中山區,20170307,2017-03-07,4
5271517,中山區,20170306,2017-03-06,5
5238340,中山區,20170305,2017-03-05,2
5238762,中山區,20170304,2017-03-04,3
5184804,中山區,20170303,2017-03-03,6
5338494,中山區,20170302,2017-03-02,3
5268559,中山區,20170301,2017-03-01,5
5234336,中山區,20170228,2017-02-28,1
5245380,中山區,20170227,2017-02-27,3
5181934,中山區,20170226,2017-02-26,2
5218023,中山區,20170225,2017-02-25,5
5180717,中山區,20170224,2017-02-24,4
5182493,中山區,20170223,2017-02-23,2
5217371,中山區,20170222,2017-02-22,1
5189547,中山區,20170221,2017-02-21,4
5203055,中山區,20170220,2017-02-20,4
5241046,中山區,20170219,2017-02-19,0
5188104,中山區,20170218,2017-02-18,5
5200947,中山區,20170217,2017-02-17,5
5224378,中山區,20170216,2017-02-16,2
5240597,中山區,20170215,2017-02-15,2
5176219,中山區,20170214,2017-02-14,4
5212413,中山區,20170213,2017-02-13,1
5250963,中山區,20170212,2017-02-12,3
5176570,中山區,20170211,2017-02-11,2
5209610,中山區,20170210,2017-02-10,4
5152191,中山區,20170209,2017-02-09,4
5089543,中山區,20170208,2017-02-08,3
5112901,中山區,20170207,2017-02-07,7
5236847,中山區,20170206,2017-02-06,4
5183700,中山區,20170205,2017-02-05,1
5183354,中山區,20170204,2017-02-04,1
5207393,中山區,20170203,2017-02-03,1
5149528,中山區,20170202,2017-02-02,1
5150489,中山區,20170201,2017-02-01,1
5162039,中山區,20170131,2017-01-31,3
5163895,中山區,20170130,2017-01-30,1
5088571,中山區,20170129,2017-01-29,1
5109305,中山區,20170128,2017-01-28,2
5098766,中山區,20170127,2017-01-27,1
5150147,中山區,20170126,2017-01-26,1
5149020,中山區,20170125,2017-01-25,5
5173366,中山區,20170124,2017-01-24,5
5096452,中山區,20170123,2017-01-23,4
5097937,中山區,20170122,2017-01-22,3
5108668,中山區,20170121,2017-01-21,8
5119827,中山區,20170120,2017-01-20,0
5121239,中山區,20170119,2017-01-19,4
5147582,中山區,20170118,2017-01-18,1
5161539,中山區,20170117,2017-01-17,4
5094839,中山區,20170116,2017-01-16,3
5105855,中山區,20170115,2017-01-15,3
5107270,中山區,20170114,2017-01-14,1
5131064,中山區,20170113,2017-01-13,1
5156276,中山區,20170112,2017-01-12,2
5158030,中山區,20170111,2017-01-11,1
5093474,中山區,20170110,2017-01-10,1
5104388,中山區,20170109,2017-01-09,2
5116856,中山區,20170108,2017-01-08,1
5129896,中山區,20170107,2017-01-07,1
5144641,中山區,20170106,2017-01-06,4
5092104,中山區,20170105,2017-01-05,1
5103194,中山區,20170104,2017-01-04,6
5115450,中山區,20170103,2017-01-03,11
5090712,中山區,20170102,2017-01-02,2
5059045,中山區,20170101,2017-01-01,2
5058054,中山區,20161231,2016-12-31,6
5007271,中山區,20161230,2016-12-30,5
5018822,中山區,20161229,2016-12-29,2
5087918,中山區,20161228,2016-12-28,5
5087782,中山區,20161227,2016-12-27,3
5067510,中山區,20161226,2016-12-26,2
5004359,中山區,20161225,2016-12-25,2
5038021,中山區,20161224,2016-12-24,2
5003527,中山區,20161223,2016-12-23,4
5003065,中山區,20161222,2016-12-22,3
5036793,中山區,20161221,2016-12-21,4
5001748,中山區,20161220,2016-12-20,4
4969665,中山區,20161219,2016-12-19,2
5048049,中山區,20161218,2016-12-18,5
5002219,中山區,20161217,2016-12-17,-1
5010321,中山區,20161216,2016-12-16,3
4922298,中山區,20161215,2016-12-15,1
4912889,中山區,20161214,2016-12-14,2
4919660,中山區,20161213,2016-12-13,0
4918197,中山區,20161212,2016-12-12,1
4885194,中山區,20161211,2016-12-11,2
4916733,中山區,20161210,2016-12-10,5
4883995,中山區,20161209,2016-12-09,3
4882674,中山區,20161208,2016-12-08,2
4882511,中山區,20161207,2016-12-07,5
4881225,中山區,20161206,2016-12-06,3
4912261,中山區,20161205,2016-12-05,3
4879496,中山區,20161204,2016-12-04,2
4824922,中山區,20161203,2016-12-03,1
4792080,中山區,20161202,2016-12-02,2
4921056,中山區,20161201,2016-12-01,2
4886572,中山區,20161130,2016-11-30,4
4821983,中山區,20161129,2016-11-29,3
4870354,中山區,20161128,2016-11-28,2
4822554,中山區,20161127,2016-11-27,3
4831108,中山區,20161126,2016-11-26,3
4830505,中山區,20161125,2016-11-25,2
4856066,中山區,20161124,2016-11-24,4
4829058,中山區,20161123,2016-11-23,2
4796302,中山區,20161122,2016-11-22,5
4827670,中山區,20161121,2016-11-21,2
4796584,中山區,20161120,2016-11-20,5
4826547,中山區,20161119,2016-11-19,1
4793602,中山區,20161118,2016-11-18,2
4792686,中山區,20161117,2016-11-17,1
4739111,中山區,20161116,2016-11-16,1
4786896,中山區,20161115,2016-11-15,2
4736239,中山區,20161114,2016-11-14,4
4702512,中山區,20161113,2016-11-13,3
4700853,中山區,20161112,2016-11-12,2
4699536,中山區,20161111,2016-11-11,1
4602522,中山區,20161110,2016-11-10,1
4537208,中山區,20161109,2016-11-09,2
4704140,中山區,20161108,2016-11-08,1
4619844,中山區,20161107,2016-11-07,3
4617065,中山區,20161106,2016-11-06,2
4534213,中山區,20161105,2016-11-05,6
4556240,中山區,20161104,2016-11-04,2
4548296,中山區,20161103,2016-11-03,1
4613506,中山區,20161102,2016-11-02,2
4545745,中山區,20161101,2016-11-01,3
4545102,中山區,20161031,2016-10-31,2
4540344,中山區,20161030,2016-10-30,2
4432191,中山區,20161029,2016-10-29,3
4367735,中山區,20161028,2016-10-28,3
4367966,中山區,20161027,2016-10-27,4
4603002,中山區,20161026,2016-10-26,5
4554266,中山區,20161025,2016-10-25,2
4426587,中山區,20161024,2016-10-24,0
4362122,中山區,20161023,2016-10-23,3
4422142,中山區,20161022,2016-10-22,3
4359807,中山區,20161021,2016-10-21,2
4363178,中山區,20161020,2016-10-20,3
4423907,中山區,20161019,2016-10-19,0
4360604,中山區,20161018,2016-10-18,2
4440458,中山區,20161017,2016-10-17,0
4376349,中山區,20161016,2016-10-16,2
4355155,中山區,20161015,2016-10-15,5
4371139,中山區,20161014,2016-10-14,3
4262351,中山區,20161013,2016-10-13,1
4198402,中山區,20161012,2016-10-12,4
4363520,中山區,20161011,2016-10-11,4
4257073,中山區,20161010,2016-10-10,7
4193034,中山區,20161009,2016-10-09,3
4189978,中山區,20161008,2016-10-08,1
4193316,中山區,20161007,2016-10-07,3
4187183,中山區,20161006,2016-10-06,5
4215067,中山區,20161005,2016-10-05,4
4184524,中山區,20161004,2016-10-04,3
4181434,中山區,20161003,2016-10-03,1
4183922,中山區,20161002,2016-10-02,6
4069827,中山區,20161001,2016-10-01,-1
4007034,中山區,20160930,2016-09-30,3
4259592,中山區,20160929,2016-09-29,2
4004300,中山區,20160928,2016-09-28,3
4026991,中山區,20160927,2016-09-27,4
4016339,中山區,20160926,2016-09-26,1
4077966,中山區,20160925,2016-09-25,4
4015954,中山區,20160924,2016-09-24,2
4075146,中山區,20160923,2016-09-23,3
4012284,中山區,20160922,2016-09-22,2
4010308,中山區,20160921,2016-09-21,0
3899879,中山區,20160920,2016-09-20,2
3835550,中山區,20160919,2016-09-19,2
4049573,中山區,20160918,2016-09-18,1
3894452,中山區,20160917,2016-09-17,3
3829670,中山區,20160916,2016-09-16,1
3830452,中山區,20160915,2016-09-15,1
3827047,中山區,20160914,2016-09-14,1
3881061,中山區,20160913,2016-09-13,1
3824592,中山區,20160912,2016-09-12,2
3849484,中山區,20160911,2016-09-11,6
3888799,中山區,20160910,2016-09-10,3
3825359,中山區,20160909,2016-09-09,1
3908740,中山區,20160908,2016-09-08,3
3841389,中山區,20160907,2016-09-07,3
3691404,中山區,20160906,2016-09-06,3
3709204,中山區,20160905,2016-09-05,1
3646434,中山區,20160904,2016-09-04,4
3897083,中山區,20160903,2016-09-03,2
3722858,中山區,20160902,2016-09-02,2
3727992,中山區,20160901,2016-09-01,1
3657995,中山區,20160831,2016-08-31,4
3655383,中山區,20160830,2016-08-30,6
3666213,中山區,20160829,2016-08-29,2
3720854,中山區,20160828,2016-08-28,3
3652639,中山區,20160827,2016-08-27,5
3680594,中山區,20160826,2016-08-26,2
3736885,中山區,20160825,2016-08-25,4
3649377,中山區,20160824,2016-08-24,2
3700760,中山區,20160823,2016-08-23,3
3646628,中山區,20160822,2016-08-22,1
3651780,中山區,20160821,2016-08-21,4
3643919,中山區,20160820,2016-08-20,2
3536975,中山區,20160819,2016-08-19,2
3540402,中山區,20160818,2016-08-18,1
3472906,中山區,20160817,2016-08-17,1
3728798,中山區,20160816,2016-08-16,6
3512681,中山區,20160815,2016-08-15,2
3467261,中山區,20160814,2016-08-14,6
3470840,中山區,20160813,2016-08-13,3
3468038,中山區,20160812,2016-08-12,5
3358438,中山區,20160811,2016-08-11,6
3462757,中山區,20160810,2016-08-10,3
3355695,中山區,20160809,2016-08-09,4
3462637,中山區,20160808,2016-08-08,2
3335623,中山區,20160807,2016-08-07,8
3478524,中山區,20160806,2016-08-06,0
3478697,中山區,20160805,2016-08-05,2
3366841,中山區,20160804,2016-08-04,3
3302559,中山區,20160803,2016-08-03,5
3156811,中山區,20160802,2016-08-02,3
3468504,中山區,20160801,2016-08-01,1
3361722,中山區,20160731,2016-07-31,3
3297150,中山區,20160730,2016-07-30,2
3294170,中山區,20160729,2016-07-29,5
3187762,中山區,20160728,2016-07-28,2
3291600,中山區,20160727,2016-07-27,3
3185054,中山區,20160726,2016-07-26,3
3288584,中山區,20160725,2016-07-25,3
3183890,中山區,20160724,2016-07-24,2
3290878,中山區,20160723,2016-07-23,1
3179414,中山區,20160722,2016-07-22,3
3176690,中山區,20160721,2016-07-21,2
3110862,中山區,20160720,2016-07-20,2
3005051,中山區,20160719,2016-07-19,4
3367365,中山區,20160718,2016-07-18,5
3190668,中山區,20160717,2016-07-17,6
3106629,中山區,20160716,2016-07-16,2
2999812,中山區,20160715,2016-07-15,6
2977002,中山區,20160714,2016-07-14,2
2996853,中山區,20160713,2016-07-13,1
3013462,中山區,20160712,2016-07-12,2
3014106,中山區,20160711,2016-07-11,4
3008087,中山區,20160710,2016-07-10,4
2834996,中山區,20160709,2016-07-09,2
2839534,中山區,20160708,2016-07-08,2
2829549,中山區,20160707,2016-07-07,4
2826734,中山區,20160706,2016-07-06,2
2825434,中山區,20160705,2016-07-05,1
2949354,中山區,20160704,2016-07-04,4
2821069,中山區,20160703,2016-07-03,3
2801270,中山區,20160702,2016-07-02,1
2818368,中山區,20160701,2016-07-01,5
2752734,中山區,20160630,2016-06-30,4
2644592,中山區,20160629,2016-06-29,3
2938236,中山區,20160628,2016-06-28,0
2832294,中山區,20160627,2016-06-27,6
2854519,中山區,20160626,2016-06-26,3
2641587,中山區,20160625,2016-06-25,6
2641937,中山區,20160624,2016-06-24,3
2658606,中山區,20160623,2016-06-23,-1
2661440,中山區,20160622,2016-06-22,2
2655941,中山區,20160621,2016-06-21,6
2680687,中山區,20160620,2016-06-20,5
2758444,中山區,20160619,2016-06-19,0
2652995,中山區,20160618,2016-06-18,0
2755712,中山區,20160617,2016-06-17,2
2650131,中山區,20160616,2016-06-16,5
2647646,中山區,20160615,2016-06-15,2
2669467,中山區,20160614,2016-06-14,4
2582444,中山區,20160613,2016-06-13,2
2478517,中山區,20160612,2016-06-12,1
2772444,中山區,20160611,2016-06-11,2
2624883,中山區,20160610,2016-06-10,4
2580035,中山區,20160609,2016-06-09,2
2469806,中山區,20160608,2016-06-08,2
2574891,中山區,20160607,2016-06-07,3
2470151,中山區,20160606,2016-06-06,4
2594483,中山區,20160605,2016-06-05,2
2447062,中山區,20160604,2016-06-04,8
2589026,中山區,20160603,2016-06-03,9
2464347,中山區,20160602,2016-06-02,2
2484997,中山區,20160601,2016-06-01,3
2464096,中山區,20160531,2016-05-31,2
2481313,中山區,20160530,2016-05-30,2
2414623,中山區,20160529,2016-05-29,2
2262540,中山區,20160528,2016-05-28,5
2577896,中山區,20160527,2016-05-27,1
2475643,中山區,20160526,2016-05-26,2
2405254,中山區,20160525,2016-05-25,2
2299844,中山區,20160524,2016-05-24,1
2402487,中山區,20160523,2016-05-23,2
2297204,中山區,20160522,2016-05-22,7
2345791,中山區,20160521,2016-05-21,2
2294200,中山區,20160520,2016-05-20,2
2299755,中山區,20160519,2016-05-19,8
2288428,中山區,20160518,2016-05-18,4
2314379,中山區,20160517,2016-05-17,4
